"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_1_54_inch_240x240_tft_pcb_adafruit_1_54inch_240x240_rev_e\current_version\working\working.kicad_sch"
"Date:","09/09/2023 12:37:35"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","24"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C2, C4","3","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C3, C5","2","0.1uF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"IC4","1","APX803-SAG","APX083-SAG","working:SOT23-WIDE","","",""
"JP2","1","HEADER-1X1276MIL","HEADER-1X1276MIL","working:1X12_ROUND_76MIL","","",""
"Q3","1","BSS138","MOSFET-NWIDE","working:SOT23-WIDE","","",""
"R1, R2, R3, R4","4","10K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R5","1","10","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"TFT1","1","DISP_TFT_1.54IN_240X240_22P","DISP_TFT_1.54IN_240X240_22P","working:TFT_1.54IN_240X240_22PIN","","",""
"U1","1","74HC4050PWR","74HC4050DTSSOP","working:TSSOP16","","",""
"U2","1","AP2127K-3.3","VREG_SOT23-5","working:SOT23-5","","",""
"U$4, U$5","2","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"U$7, U$8, U$9, U$10","4","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
"X1","1","MICROSD","MICROSD","working:MICROSD","","",""
"X2","1","EYE_SPI_DISPLAY_FLIP","EYE_SPI_DISPLAY_FLIP","working:EYE_SPI_DISPLAY_BOTCONTACT","","",""
